time,station_id,sbe_salinity_avg,gross_range_test,climatology_test,flat_line_test,rate_of_change_test,spike_test,attenuated_signal_test,aggregate
2020-03-31 01:30:00+00:00,Mace Head,32.9176,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 02:00:00+00:00,Mace Head,32.905,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 02:30:00+00:00,Mace Head,32.8748,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 03:00:00+00:00,Mace Head,32.8168,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 03:30:00+00:00,Mace Head,32.784,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 04:00:00+00:00,Mace Head,32.8133,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 04:30:00+00:00,Mace Head,32.824,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 05:00:00+00:00,Mace Head,32.8103,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 05:30:00+00:00,Mace Head,32.7777,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 06:00:00+00:00,Mace Head,32.7456,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 06:30:00+00:00,Mace Head,32.7236,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 07:00:00+00:00,Mace Head,32.7154,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 07:30:00+00:00,Mace Head,32.7162,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 08:00:00+00:00,Mace Head,32.7191,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 08:30:00+00:00,Mace Head,32.7222,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 09:00:00+00:00,Mace Head,32.7293,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 09:30:00+00:00,Mace Head,32.7404,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 10:00:00+00:00,Mace Head,32.7494,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 10:30:00+00:00,Mace Head,32.7591,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 11:00:00+00:00,Mace Head,32.7751,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 11:30:00+00:00,Mace Head,32.7908,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 12:00:00+00:00,Mace Head,32.7754,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 12:30:00+00:00,Mace Head,32.821999999999996,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 13:00:00+00:00,Mace Head,32.8836,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 13:30:00+00:00,Mace Head,32.9175,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 14:00:00+00:00,Mace Head,32.9341,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 14:30:00+00:00,Mace Head,32.9269,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 15:00:00+00:00,Mace Head,32.933,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 15:30:00+00:00,Mace Head,32.9454,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 16:00:00+00:00,Mace Head,32.9366,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 16:30:00+00:00,Mace Head,32.9677,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 17:00:00+00:00,Mace Head,32.9948,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 17:30:00+00:00,Mace Head,32.9563,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 18:00:00+00:00,Mace Head,32.8538,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 18:30:00+00:00,Mace Head,32.8041,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 19:00:00+00:00,Mace Head,32.7837,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 19:30:00+00:00,Mace Head,32.7726,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 20:00:00+00:00,Mace Head,32.8,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 20:30:00+00:00,Mace Head,32.8096,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 21:00:00+00:00,Mace Head,32.8092,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 21:30:00+00:00,Mace Head,32.7984,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 22:00:00+00:00,Mace Head,32.7377,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 22:30:00+00:00,Mace Head,32.7143,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 23:00:00+00:00,Mace Head,32.7189,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-03-31 23:30:00+00:00,Mace Head,32.7137,3.0,1.0,1.0,1.0,1.0,1,3.0
2020-04-01 00:00:00+00:00,Mace Head,32.7495,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 00:30:00+00:00,Mace Head,32.7748,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 01:00:00+00:00,Mace Head,32.7886,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 01:30:00+00:00,Mace Head,32.8357,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 02:00:00+00:00,Mace Head,32.8688,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 02:30:00+00:00,Mace Head,32.894,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 03:00:00+00:00,Mace Head,32.9187,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 03:30:00+00:00,Mace Head,32.9346,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 04:00:00+00:00,Mace Head,32.9218,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 04:30:00+00:00,Mace Head,32.9187,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 05:00:00+00:00,Mace Head,32.92,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 05:30:00+00:00,Mace Head,32.8641,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 06:00:00+00:00,Mace Head,32.7521,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 06:30:00+00:00,Mace Head,32.7161,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 07:00:00+00:00,Mace Head,32.6666,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 07:30:00+00:00,Mace Head,32.6225,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 08:00:00+00:00,Mace Head,32.5777,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 08:30:00+00:00,Mace Head,32.6249,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 09:00:00+00:00,Mace Head,32.6315,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 09:30:00+00:00,Mace Head,32.6506,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 10:00:00+00:00,Mace Head,32.6402,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 10:30:00+00:00,Mace Head,32.6723,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 11:00:00+00:00,Mace Head,32.7246,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 11:30:00+00:00,Mace Head,32.7663,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 12:00:00+00:00,Mace Head,32.7754,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 12:30:00+00:00,Mace Head,32.7428,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 13:00:00+00:00,Mace Head,32.7232,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 13:30:00+00:00,Mace Head,32.7353,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 14:00:00+00:00,Mace Head,32.7618,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 14:30:00+00:00,Mace Head,32.7716,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 15:00:00+00:00,Mace Head,32.8002,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 15:30:00+00:00,Mace Head,32.8085,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 16:00:00+00:00,Mace Head,32.7986,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 16:30:00+00:00,Mace Head,32.8105,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 17:00:00+00:00,Mace Head,32.8853,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 17:30:00+00:00,Mace Head,32.8829,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 18:00:00+00:00,Mace Head,32.8531,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 18:30:00+00:00,Mace Head,32.8277,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 19:00:00+00:00,Mace Head,32.7801,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 19:30:00+00:00,Mace Head,32.7565,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 20:00:00+00:00,Mace Head,32.7769,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 20:30:00+00:00,Mace Head,32.8201,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 21:00:00+00:00,Mace Head,32.8367,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 21:30:00+00:00,Mace Head,32.8231,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 22:00:00+00:00,Mace Head,32.8231,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 22:30:00+00:00,Mace Head,32.8387,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 23:00:00+00:00,Mace Head,32.851,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-01 23:30:00+00:00,Mace Head,32.8622,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-02 00:00:00+00:00,Mace Head,32.874,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-02 00:30:00+00:00,Mace Head,32.8919,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-02 01:00:00+00:00,Mace Head,32.9097,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-02 01:30:00+00:00,Mace Head,32.9258,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-02 02:00:00+00:00,Mace Head,32.943000000000005,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-02 02:30:00+00:00,Mace Head,32.9609,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-02 03:00:00+00:00,Mace Head,32.9752,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-02 03:30:00+00:00,Mace Head,32.9915,3.0,3.0,1.0,1.0,1.0,1,3.0
2020-04-02 04:00:00+00:00,Mace Head,33.0119,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 04:30:00+00:00,Mace Head,33.0484,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 05:00:00+00:00,Mace Head,33.0852,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 05:30:00+00:00,Mace Head,33.1333,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 06:00:00+00:00,Mace Head,33.2251,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 06:30:00+00:00,Mace Head,33.248000000000005,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 07:00:00+00:00,Mace Head,33.2651,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 07:30:00+00:00,Mace Head,33.2716,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 08:00:00+00:00,Mace Head,33.2673,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 08:30:00+00:00,Mace Head,33.2922,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 09:00:00+00:00,Mace Head,33.3249,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 09:30:00+00:00,Mace Head,33.3575,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 10:00:00+00:00,Mace Head,33.361,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 10:30:00+00:00,Mace Head,33.3556,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 11:00:00+00:00,Mace Head,33.3312,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 11:30:00+00:00,Mace Head,33.3287,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 12:00:00+00:00,Mace Head,33.3551,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 12:30:00+00:00,Mace Head,33.3781,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 13:00:00+00:00,Mace Head,33.3954,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 13:30:00+00:00,Mace Head,33.4078,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 14:00:00+00:00,Mace Head,33.4162,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 14:30:00+00:00,Mace Head,33.4236,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 15:00:00+00:00,Mace Head,33.4341,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 15:30:00+00:00,Mace Head,33.4385,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 16:00:00+00:00,Mace Head,33.4089,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 16:30:00+00:00,Mace Head,33.4389,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 17:00:00+00:00,Mace Head,33.4898,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 17:30:00+00:00,Mace Head,33.5341,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 18:00:00+00:00,Mace Head,33.4998,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 18:30:00+00:00,Mace Head,33.5116,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 19:00:00+00:00,Mace Head,33.4636,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 19:30:00+00:00,Mace Head,33.4848,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 20:00:00+00:00,Mace Head,33.4332,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 20:30:00+00:00,Mace Head,33.4187,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 21:00:00+00:00,Mace Head,33.414,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 21:30:00+00:00,Mace Head,33.376,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 22:00:00+00:00,Mace Head,33.3325,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 22:30:00+00:00,Mace Head,33.3212,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 23:00:00+00:00,Mace Head,33.3468,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-02 23:30:00+00:00,Mace Head,33.3482,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 00:00:00+00:00,Mace Head,33.3543,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 00:30:00+00:00,Mace Head,33.3552,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 01:00:00+00:00,Mace Head,33.366,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 01:30:00+00:00,Mace Head,33.3943,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 02:00:00+00:00,Mace Head,33.421,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 02:30:00+00:00,Mace Head,33.4238,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 03:00:00+00:00,Mace Head,33.4203,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 03:30:00+00:00,Mace Head,33.4028,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 04:00:00+00:00,Mace Head,33.4021,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 04:30:00+00:00,Mace Head,33.4118,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 05:00:00+00:00,Mace Head,33.4118,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 05:30:00+00:00,Mace Head,33.4297,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 06:00:00+00:00,Mace Head,33.4316,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 06:30:00+00:00,Mace Head,33.4303,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 07:00:00+00:00,Mace Head,33.3961,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 07:30:00+00:00,Mace Head,33.3664,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 08:00:00+00:00,Mace Head,33.39,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 08:30:00+00:00,Mace Head,33.3254,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 09:00:00+00:00,Mace Head,33.2651,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 09:30:00+00:00,Mace Head,33.2394,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 10:00:00+00:00,Mace Head,33.2403,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 10:30:00+00:00,Mace Head,33.3123,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 11:00:00+00:00,Mace Head,33.3036,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 11:30:00+00:00,Mace Head,33.5349,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 12:00:00+00:00,Mace Head,33.5872,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 12:30:00+00:00,Mace Head,33.6745,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 13:00:00+00:00,Mace Head,33.6778,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 13:30:00+00:00,Mace Head,33.6727,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 14:00:00+00:00,Mace Head,33.6611,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 14:30:00+00:00,Mace Head,33.6614,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 15:00:00+00:00,Mace Head,33.6722,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 15:30:00+00:00,Mace Head,33.6783,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 16:00:00+00:00,Mace Head,33.6772,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 16:30:00+00:00,Mace Head,33.6765,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 17:00:00+00:00,Mace Head,33.6801,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 17:30:00+00:00,Mace Head,33.6796,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 18:00:00+00:00,Mace Head,33.6803,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 18:30:00+00:00,Mace Head,33.6767,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 19:00:00+00:00,Mace Head,33.6089,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 19:30:00+00:00,Mace Head,33.5392,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 20:00:00+00:00,Mace Head,33.4563,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 20:30:00+00:00,Mace Head,33.5119,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 21:00:00+00:00,Mace Head,33.5099,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 21:30:00+00:00,Mace Head,33.5379,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 22:00:00+00:00,Mace Head,33.6262,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 22:30:00+00:00,Mace Head,33.645,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 23:00:00+00:00,Mace Head,33.7457,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-03 23:30:00+00:00,Mace Head,33.7958,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 00:00:00+00:00,Mace Head,33.852,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 00:30:00+00:00,Mace Head,33.8176,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 01:00:00+00:00,Mace Head,33.8065,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 01:30:00+00:00,Mace Head,33.8431,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 02:00:00+00:00,Mace Head,33.8481,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 02:30:00+00:00,Mace Head,33.8257,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 03:00:00+00:00,Mace Head,33.8176,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 03:30:00+00:00,Mace Head,33.8117,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 04:00:00+00:00,Mace Head,33.8136,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 04:30:00+00:00,Mace Head,33.8159,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 05:00:00+00:00,Mace Head,33.8157,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 05:30:00+00:00,Mace Head,33.8209,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 06:00:00+00:00,Mace Head,33.83,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 06:30:00+00:00,Mace Head,33.8302,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 07:00:00+00:00,Mace Head,33.8413,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 07:30:00+00:00,Mace Head,33.8401,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 08:00:00+00:00,Mace Head,33.8137,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 08:30:00+00:00,Mace Head,33.7953,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 09:00:00+00:00,Mace Head,33.8234,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 09:30:00+00:00,Mace Head,33.8264,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 10:00:00+00:00,Mace Head,33.8271,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 10:30:00+00:00,Mace Head,33.8283,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 11:00:00+00:00,Mace Head,33.7699,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 11:30:00+00:00,Mace Head,33.7111,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 12:00:00+00:00,Mace Head,33.73,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 12:30:00+00:00,Mace Head,33.7426,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 13:00:00+00:00,Mace Head,33.7745,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 13:30:00+00:00,Mace Head,33.8135,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 14:00:00+00:00,Mace Head,33.8912,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 14:30:00+00:00,Mace Head,33.8926,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 15:00:00+00:00,Mace Head,33.8939,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 15:30:00+00:00,Mace Head,33.8655,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 16:00:00+00:00,Mace Head,33.8063,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 16:30:00+00:00,Mace Head,33.8967,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 17:00:00+00:00,Mace Head,33.8911,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 17:30:00+00:00,Mace Head,33.8617,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 18:00:00+00:00,Mace Head,33.846,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 18:30:00+00:00,Mace Head,33.8402,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 19:00:00+00:00,Mace Head,33.8392,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 19:30:00+00:00,Mace Head,33.829,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 20:00:00+00:00,Mace Head,33.8317,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 20:30:00+00:00,Mace Head,33.8201,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 21:00:00+00:00,Mace Head,33.83,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 21:30:00+00:00,Mace Head,33.848,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 22:00:00+00:00,Mace Head,33.8569,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 22:30:00+00:00,Mace Head,33.8579,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 23:00:00+00:00,Mace Head,33.863,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-04 23:30:00+00:00,Mace Head,33.8619,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 00:00:00+00:00,Mace Head,33.8526,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 00:30:00+00:00,Mace Head,33.8455,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 01:00:00+00:00,Mace Head,33.8512,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 01:30:00+00:00,Mace Head,33.8441,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 02:00:00+00:00,Mace Head,33.8127,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 02:30:00+00:00,Mace Head,33.7526,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 03:00:00+00:00,Mace Head,33.7128,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 03:30:00+00:00,Mace Head,33.694,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 04:00:00+00:00,Mace Head,33.7042,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 04:30:00+00:00,Mace Head,33.7096,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 05:00:00+00:00,Mace Head,33.7306,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 05:30:00+00:00,Mace Head,33.7481,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 06:00:00+00:00,Mace Head,33.7666,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 06:30:00+00:00,Mace Head,33.7719,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 07:00:00+00:00,Mace Head,33.7692,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 07:30:00+00:00,Mace Head,33.7639,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 08:00:00+00:00,Mace Head,33.765,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 08:30:00+00:00,Mace Head,33.7662,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 09:00:00+00:00,Mace Head,33.7629,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 09:30:00+00:00,Mace Head,33.7662,1.0,1.0,1.0,1.0,1.0,1,1.0
2020-04-05 10:00:00+00:00,Mace Head,33.7723,1.0,1.0,1.0,1.0,1.0,1,1.0
